"trainsd$SalePrice","OverallQual","YearBuilt","TotalBsmtSF","X1stFlrSF","GrLivArea","GarageYrBlt","GarageArea"
12.2476991163726,7,2003,856,6.75343791859778,7.44483327389219,2003,548
12.1090164423137,6,1976,1262,7.14124512235049,7.14124512235049,1976,460
12.3171711672987,7,2001,920,6.82546003625531,7.48829351515943,2001,608
11.8494048444231,7,1915,756,6.86901445066571,7.4489161025442,1998,642
12.4292201968364,8,2000,1145,7.04403289727469,7.69575799055476,2000,836
11.8706069022246,5,1993,796,6.68085467879022,7.21744343169653,1993,480
12.634606283893,8,2004,1686,7.43543801981455,7.43543801981455,2004,636
12.2060776455177,7,1973,1107,7.01031186730723,7.64539769942863,1973,484
11.7745279008585,7,1931,952,6.93049476595163,7.48155570190952,1931,468
11.6784483779882,5,1939,991,6.98286275146894,6.98286275146894,1939,205
11.7714438820996,5,1965,1040,6.94793706861497,6.94793706861497,1965,384
12.75130259456,9,2005,1175,7.07580886397839,7.75147531802146,2005,736
11.8775755229785,5,1962,912,6.81673588059497,6.81673588059497,1962,352
12.5407611493884,7,2006,1494,7.30988148582479,7.30988148582479,2006,840
11.9640074537369,6,1960,1253,7.13409372119287,7.13409372119287,1960,352
11.7905647772974,7,1929,832,6.75110146893676,6.75110146893676,1991,576
11.9117082963145,6,1970,1004,6.91274282049318,6.91274282049318,1970,480
11.4075760603618,4,1967,0,7.16780918431644,7.16780918431644,1967,516
11.9766657704908,5,2004,1114,7.01660968389422,7.01660968389422,2004,576
11.8422364063316,5,1958,1029,7.20042489294496,7.20042489294496,1958,294
12.6925061865422,8,2005,1158,7.05531284333975,7.77359446736019,2005,853
11.845109950884,7,1930,637,7.01121398735037,7.01121398735037,1930,280
12.345838935722,8,2002,1777,7.49331724886215,7.49331724886215,2002,534
11.7745279008585,5,1976,1040,6.96696713861398,6.96696713861398,1976,572
11.9447143748812,5,1968,1060,6.96696713861398,6.96696713861398,1968,270
12.4541078140223,8,2007,1566,7.37838371299671,7.37838371299671,2007,890
11.8115548958305,5,1951,900,6.80350525760834,6.80350525760834,2005,576
12.631343648903,8,2007,1704,7.44132038971762,7.44132038971762,2008,772
12.2428914379184,5,1957,1484,7.37838371299671,7.37838371299671,1957,319
11.1346036226839,4,1927,520,6.25575004175337,6.25575004175337,1920,240
10.5966597327836,4,1920,649,6.47697236288968,7.18387071506245,1920,250
11.9140545193031,5,1966,1228,7.11395610956603,7.11395610956603,1966,271
12.1001619785669,8,2007,1234,7.11882624906208,7.11882624906208,2007,484
12.0167325160771,5,1959,1398,7.43897159239586,7.43897159239586,1959,447
12.5335798157657,9,2005,1561,7.35372233039963,7.35372233039963,2005,556
12.6410997921206,8,2004,1117,7.03262426102801,7.80506704425849,2004,691
11.8844959179307,5,1994,1097,7.00124562206948,7.00124562206948,1995,672
11.9381997363009,5,1954,1297,7.16857989726403,7.16857989726403,1954,498
11.5991123354811,5,1953,1057,6.96413561241824,6.96413561241824,1953,246
11.314486721294,4,1955,0,7.05012252026906,7.05012252026906,0,0
11.9829353441964,6,1965,1088,7.18916773842032,7.18916773842032,1965,440
12.043559598368,5,1959,1350,7.19218205871325,7.19218205871325,1959,308
11.8775755229785,5,1983,840,6.78558764500793,6.78558764500793,1983,504
11.7772186371293,5,1975,938,6.84481547920826,6.84481547920826,1977,308
11.8565222615337,5,1959,1150,7.04838640872188,7.04838640872188,1959,300
12.6757668519096,9,2005,1752,7.46908388492123,7.46908388492123,2005,576
12.387089184492,7,2003,1434,7.32580750259577,7.67322312112171,2003,670
12.4280194810656,8,2006,1656,7.41276401742656,7.41276401742656,2006,826
11.6351519472128,4,1920,736,6.60258789218934,7.28138566357028,0,0
11.7519502394255,5,1966,955,6.8627579130514,6.8627579130514,1966,386
12.0839106612575,6,1997,794,6.67834211465433,7.29369772060144,1997,388
11.6483388355627,6,1934,816,6.70563909486,7.07072410726028,1985,528
11.6082447356423,5,1963,816,6.70563909486,6.70563909486,1963,516
12.8610012106691,9,1981,1842,7.51914995766982,7.51914995766982,1981,894
11.7752974217158,5,1955,384,7.21597500265147,7.21597500265147,1962,572
12.1034915969059,6,1964,1425,7.26262860097424,7.26262860097424,1964,576
12.0581583125382,8,1999,970,6.89162589705225,7.46164039220858,1999,480
12.188422799337,7,2004,860,6.75809450442773,7.45066079621154,2004,565
12.9917557065369,10,2006,1410,7.26332961747684,7.98820359702258,2006,641
11.7352767024867,5,1972,780,6.66057514983969,6.66057514983969,1973,352
11.970356641103,6,2004,1158,7.05531284333975,7.05531284333975,2006,576
11.5228856967645,5,1920,530,6.36647044773144,7.01391547481053,1935,288
12.2185001037881,8,2006,1370,7.22329567956231,7.22329567956231,2006,484
11.8494048444231,7,1921,576,6.80572255341699,7.44483327389219,1990,480
12.2991120672956,7,1997,1057,6.96413561241824,7.6182510978767,1998,645
12.6666602074286,8,2004,1143,7.04228617193974,7.81359155295243,2004,852
12.1007176854125,7,1970,1947,7.69984240739699,7.69984240739699,1970,576
12.3282947030234,7,2003,1453,7.29979736675816,7.29979736675816,2003,558
11.2897944135779,4,1945,747,6.61740297797448,6.61740297797448,1945,220
12.3238601256211,7,1953,1304,7.17395831975679,7.73543335249969,1953,667
12.4049276026276,7,1973,2223,7.70706265537047,7.70706265537047,1973,516
11.7714438820996,4,1982,845,6.74051935960622,6.74051935960622,1987,360
12.1281165094513,7,1998,832,6.78671695060508,7.44949800538285,1998,427
11.8838060295962,5,1954,1086,6.99117688712121,6.99117688712121,1989,490
11.5843247720005,3,1915,840,6.73459165997295,7.38150189450671,1915,379
11.4186257744496,4,1973,462,6.26720054854136,6.89669433162271,1973,297
11.8185776042516,4,1956,952,6.8596149036542,6.8596149036542,1956,283
11.7519502394255,5,1948,672,6.9782137426307,7.15929190479756,1948,240
11.8240872195876,4,1968,1768,7.47816969415979,7.47816969415979,0,0
11.6082447356423,5,1910,440,6.52649485957079,7.11558212618445,1966,440
12.1730379593973,6,1968,896,7.07580886397839,7.66996199547358,1968,509
11.9414623606461,6,1998,1237,7.19893124068817,7.19893124068817,1998,405
12.4090175711512,8,2007,1563,7.35500192110526,7.35500192110526,2007,758
11.7480054922568,5,1960,1065,6.97166860472579,6.97166860472579,1974,461
12.034696963475,7,1995,384,6.69084227741856,7.29641326877392,1995,400
12.4684407561441,8,1991,1288,7.17165682276851,7.79069603117474,1991,462
12.0668163253066,6,2005,684,6.52941883826223,7.35308192051543,2005,400
12.0106719281964,6,2009,612,6.41836493593621,7.11069612297883,2009,528
11.3504183001091,3,1915,1013,6.92165818415113,7.33106030521863,0,0
11.7248139145879,4,1994,990,6.89871453432999,6.89871453432999,0,0
11.6073352395314,4,1950,0,6.94793706861497,6.94793706861497,1950,420
11.4988366825271,5,1961,1235,7.11963563801764,7.11963563801764,1961,480
12.0045743855087,5,1921,876,6.87212810133899,6.87212810133899,1921,432
11.8048559999113,6,1910,1214,7.13966033596492,7.73718007783463,1900,506
12.2295498857083,6,1997,824,6.80903930604298,7.48829351515943,1997,684
12.1281165094513,6,1993,680,6.52356230614951,7.29369772060144,1993,420
12.2737359668903,7,1999,1588,7.37086016653672,7.37086016653672,1999,472
11.4590076769787,4,1965,960,6.86797440897029,6.86797440897029,1965,432
11.3266079348989,5,1920,458,6.7286286130847,6.7286286130847,1920,366
11.7671877662232,4,1959,950,7.11151211649616,7.11151211649616,0,0
12.2307701361574,6,1977,1610,7.38461038317697,7.38461038317697,1977,480
12.089544447236,6,1985,741,6.88550967003482,7.45760928971561,1985,476
11.6865846111855,5,1979,0,7.33693691370762,7.33693691370762,1979,410
12.2005624924815,7,2009,1226,7.11232744471091,7.11232744471091,2009,740
12.0406141054903,7,1931,1040,7.11232744471091,7.50604217851812,1951,240
12.4292201968364,8,2003,1053,6.96034772910131,7.59739632021279,2003,648
11.5129354649202,4,1885,641,6.95463886488099,6.95463886488099,1954,273
11.6526961029598,5,1948,789,6.67203294546107,6.67203294546107,1948,250
11.6526961029598,5,1919,793,6.90575327631146,7.32514895795557,0,0
12.1547846142867,6,1977,1844,7.52023455647463,7.52023455647463,1977,546
11.8270133158518,6,1954,994,7.10414409298753,7.52617891334615,1954,325
12.1007176854125,7,2000,384,6.65286302935335,7.26612877955645,2000,400
12.8583223078847,7,2007,1264,7.15695636461564,7.89989532313973,2007,792
12.2876572408069,6,1953,1809,7.72312009226633,7.72312009226633,1953,450
12.4665158351452,6,1945,1028,7.27031288607902,7.74975340627444,1945,180
12.0782449558223,6,1999,729,6.59304453414244,7.28550654852279,1999,440
11.8422364063316,5,1962,1092,6.99668148817654,6.99668148817654,1962,288
11.9511868474935,5,2006,1125,7.02642680869964,7.02642680869964,2007,430
12.676079399771,7,1990,1673,7.43838353004431,8.07806788181544,1990,594
12.0075668272517,6,2005,728,6.59167373200866,7.2841348061952,2005,390
12.1007176854125,6,1969,938,6.89669433162271,6.89669433162271,1969,540
11.5129354649202,4,1939,732,6.65027904858742,7.02464903045364,1979,264
11.8204175176323,6,1958,1080,6.98564181763921,6.98564181763921,1958,288
11.9440648175317,6,1993,1199,7.09007683577609,7.09007683577609,1993,530
12.1062578350946,6,1979,1362,7.36960072052641,7.36960072052641,1979,435
11.3445186475948,6,1935,520,6.25575004175337,6.62671774924902,0,0
11.7597933553712,6,1976,1078,6.86589107488344,6.86589107488344,1977,440
11.3736748918235,5,1930,672,6.73459165997295,6.73459165997295,0,0
11.9511868474935,6,1966,660,6.49375383985169,7.20711885620776,1966,453
11.9183972397228,5,1958,1008,6.96034772910131,6.96034772910131,1998,750
12.3282947030234,7,1966,924,7.10414409298753,7.67693714581808,1966,487
12.4049276026276,6,2000,992,6.93049476595163,7.62803112693033,2000,390
11.9233847480666,5,1959,1063,7.19142933003638,7.19142933003638,1974,624
12.3013873707787,8,2001,1267,7.16780918431644,7.16780918431644,2001,471
12.1007176854125,5,1968,1461,7.45124168498768,7.45124168498768,1968,440
12.0668163253066,7,1970,1304,7.42833319419081,7.42833319419081,1970,530
11.8706069022246,5,1967,1214,7.10249935577465,7.10249935577465,1967,318
12.0494246834209,7,1988,1907,7.58069975222456,7.58069975222456,1989,766
12.345838935722,8,1999,1004,6.91274282049318,7.52456122628536,1999,660
12.3523394721535,6,1997,928,6.83410873881384,7.4759059693674,1997,470
11.6526961029598,4,1971,864,6.76272950693188,6.76272950693188,0,0
12.4684407561441,7,2005,1734,7.45876269238096,7.45876269238096,2005,660
12.0197490914169,5,1952,910,6.81454289725996,7.23417717974985,2000,720
12.2258801747751,7,1999,1490,7.31455283232408,7.31455283232408,1999,577
11.7360770162524,5,1963,1728,7.45529848568329,7.45529848568329,1963,504
11.7752974217158,6,2004,970,6.87832646829133,7.44424864949671,2004,380
11.5617251529038,5,1931,715,6.77536609093639,6.77536609093639,1931,180
12.3126868749604,7,2001,884,6.78558764500793,7.61874237767041,2001,434
11.8565222615337,7,2004,1080,6.98564181763921,6.98564181763921,0,0
11.6526961029598,5,1936,896,6.7990558620588,7.20414929203594,1936,240
11.7117845204031,5,1975,969,6.87729607149743,6.87729607149743,1975,440
12.8277318802065,8,2007,1710,7.44483327389219,7.44483327389219,2007,866
12.1547846142867,6,1971,825,7.00124562206948,7.59789795052178,1971,495
12.3673450484364,6,1960,1602,7.13329595489607,7.13329595489607,1960,564
11.7360770162524,6,1923,1200,7.09090982207998,7.09090982207998,1923,312
11.2772157895969,6,1924,572,6.35088571671474,7.00033446027523,0,0
11.6036889606171,5,1950,0,6.94793706861497,6.94793706861497,1950,625
12.5043273798994,8,2009,774,6.65286302935335,7.58528107863913,2009,680
12.4486305134636,7,2004,991,6.89972310728487,7.57455848420248,2004,678
12.676079399771,7,2005,1392,7.23921497377981,7.80913539812054,2006,576
11.9984394345791,6,1984,1232,7.11720550316434,7.11720550316434,1984,516
12.9299939089964,9,2003,1572,7.36073990305828,7.88945914940452,2003,726
12.3013873707787,7,2005,1541,7.34083555412327,7.34083555412327,2005,532
11.5444338219051,4,1956,882,6.78332520060396,6.78332520060396,0,0
11.9316423787541,6,1926,1149,7.0475172213573,7.38832785957711,1926,216
11.7558794866871,5,1940,644,6.69579891705849,7.21229446850034,0,0
12.1547846142867,5,1955,1617,7.53262361878879,7.53262361878879,1955,303
12.6935016914898,8,2007,1582,7.38461038317697,7.67878899819915,2007,789
12.1199753960532,7,2004,840,6.73459165997295,7.45066079621154,2004,440
12.3371052938919,8,1981,1686,7.44307837434852,7.44307837434852,1981,511
11.7636919653883,5,1941,720,6.75110146893676,7.23201033166476,1991,660
12.2783979582618,6,1960,1080,7.41276401742656,7.41276401742656,1960,528
12.3842230150053,7,1987,1064,6.97073007814353,7.47760424319759,1987,504
12.0015116147394,6,1961,1362,7.21744343169653,7.21744343169653,1961,504
12.122696471359,6,1986,1606,7.40974195408092,7.40974195408092,1986,616
12.4008208375406,6,1950,1202,7.67740043051481,7.67740043051481,1950,576
12.2596181517835,6,1988,1151,7.0604763659998,7.63094658089046,1988,521
12.0581583125382,5,1958,1052,7.13329595489607,7.56060116276856,1958,451
13.1260326374287,9,2008,2216,7.71199650704767,7.71199650704767,2009,1166
11.5129354649202,5,1923,968,6.87626461189077,6.87626461189077,1935,480
12.0839106612575,6,2000,756,6.64639051484773,7.3304052118444,2000,440
12.2065775180606,7,1920,793,6.80461452006262,7.49720722320332,1920,216
11.6952553550628,5,1957,0,7.20117088328168,7.20117088328168,1957,252
12.2060776455177,7,2003,1362,7.21744343169653,7.64156444126097,2003,484
11.7519502394255,5,1908,504,6.84268328223842,7.13329595489607,1986,576
13.0710721882777,10,1892,1107,7.32580750259577,8.19118600464279,1993,840
12.06105265381,7,1990,1188,7.10496544826984,7.10496544826984,1990,497
11.8130374648005,5,1916,660,6.69579891705849,7.41276401742656,1916,180
11.9403999141166,5,1979,1086,7.11069612297883,7.11069612297883,1979,528
12.5637505862994,8,2001,1593,7.37400185935016,7.37400185935016,2001,682
12.6603310924059,8,1932,853,7.34601020991329,7.91132401896335,1932,440
12.122696471359,7,1972,725,6.5875500148248,7.29979736675816,1972,484
12.1652558593297,7,1999,1431,7.26682734752059,7.26682734752059,1999,666
11.7752974217158,7,2004,970,6.87832646829133,7.44424864949671,2004,380
11.7519502394255,5,1972,864,6.76272950693188,6.76272950693188,1989,352
11.908346971209,6,1976,855,6.75227037614174,7.2841348061952,1976,440
12.6503513326417,7,2007,1726,7.45414107814668,7.45414107814668,2007,786
12.3673450484364,8,1918,1360,7.21597500265147,8.04334217044161,1918,795
11.5521557934619,6,1912,755,6.8351845861473,7.70975686445416,0,0
12.5241663118332,8,2004,1713,7.44658509915773,7.44658509915773,2004,856
11.8494048444231,4,2003,1121,7.02286808608264,7.02286808608264,2003,440
12.0523443764749,6,1977,1196,7.15461535691366,7.15461535691366,1980,473
11.6262630788088,6,1924,617,6.76388490856244,7.1785454837637,1924,398
11.9117082963145,6,2004,848,6.74405918631135,6.74405918631135,2004,420
11.6082447356423,5,1947,720,6.58063913728495,7.15851399732932,1948,240
12.1034915969059,7,1990,1424,7.27447955877387,7.27447955877387,1990,500
11.8768808421216,5,1962,1140,7.43661726523423,7.43661726523423,1962,349
11.8565222615337,4,1960,1100,7.00397413672268,7.00397413672268,1960,312
12.5317763952713,7,1988,1157,7.07411681619736,7.63191651307125,1988,454
11.8844959179307,6,1964,1092,6.99668148817654,6.99668148817654,1964,504
11.4927329616823,5,1925,864,6.76272950693188,6.76272950693188,0,0
12.133507329025,6,2009,1212,7.10085190894405,7.10085190894405,2009,460
12.43987518743,7,2009,900,6.83840520084734,7.52456122628536,2009,644
11.9576176964675,5,1995,990,6.89871453432999,6.89871453432999,1996,576
11.9938133947243,6,1977,689,6.5366915975913,7.23921497377981,1977,299
11.8089550993785,5,1957,1070,7.12044437239249,7.12044437239249,1957,447
12.254867571593,7,2004,1436,7.27031288607902,7.27031288607902,2004,484
11.5805934591948,4,1925,686,6.69826805411541,7.19218205871325,1940,210
12.6491578274774,7,1939,798,7.03702761468628,7.57814547241947,1939,431
12.0271911648834,7,2005,1248,7.13009851012558,7.13009851012558,2005,438
12.2302822146446,7,2006,1498,7.3125534981026,7.3125534981026,2006,675
12.2060776455177,6,2002,1010,6.91869521902047,7.72665366484764,2002,390
12.1001619785669,6,1975,713,6.69950034016168,7.34794382314869,1975,434
11.4824765667107,4,1971,864,6.76272950693188,6.76272950693188,1989,576
12.8642426961875,10,2003,2392,7.78030308790837,7.78030308790837,2003,968
11.6262630788088,5,1971,630,6.44730586254121,7.17242457712485,1991,280
12.5776396502326,7,1995,1203,7.10249935577465,7.83241092718792,1995,721
11.571203807012,6,1970,483,6.18208490671663,6.89568269774787,1987,280
11.7360770162524,5,1967,912,6.81673588059497,6.81673588059497,1974,336
12.1678566275017,7,2005,1373,7.34987370473834,7.34987370473834,2005,430
11.9049743094802,6,1959,1194,7.08590146436561,7.08590146436561,1959,312
12.9066943223153,8,1995,1462,7.30720231476474,7.9355873855892,1995,810
11.4563656954364,6,1972,483,6.18208490671663,6.89568269774787,1972,288
11.7613546237503,5,1976,894,6.79682371827486,6.79682371827486,1976,308
12.2853504453517,6,2002,860,6.75809450442773,7.58120982619635,2002,440
11.4020050773849,6,1971,483,6.18208490671663,6.89568269774787,1971,264
12.1308155518507,7,2004,1414,7.25488481007734,7.25488481007734,2004,494
12.1781925834156,7,1993,996,6.92264389147589,7.46450983463653,1993,457
12.6698098064115,8,2007,1694,7.43543801981455,7.43543801981455,2007,818
11.6351519472128,6,1945,735,6.68336094576627,7.30518821539304,1949,220
12.4780101705304,8,2008,1566,7.35691824235602,7.35691824235602,2008,750
11.6127798496728,5,1945,686,6.76503897678054,6.76503897678054,0,0
11.2772157895969,5,1900,540,6.79122146272619,7.27309259599952,1940,352
11.6952553550628,6,1980,626,6.44094654063292,7.10496544826984,1980,288
12.2307701361574,7,1994,948,7.10906213568717,7.65491704784832,1994,463
12.3946288928529,7,1988,1845,7.53529670244409,7.53529670244409,1988,604
11.8277435040537,6,1910,1020,6.81234509417748,7.56475701290573,1910,440
11.8494048444231,6,1954,1367,7.22693601849329,7.22693601849329,1954,451
12.1007176854125,7,2003,840,6.73459165997295,7.41997992366183,2003,500
12.5317763952713,6,1958,1444,7.27586460054653,7.67089483136212,1958,389
11.2450590916246,3,1940,728,7.17548971362422,7.17548971362422,0,0
12.3673450484364,8,2006,1573,7.39387829010776,7.39387829010776,2006,538
12.06105265381,6,2004,798,6.68336094576627,7.40306109109009,2004,520
11.970356641103,6,1964,1302,7.17242457712485,7.17242457712485,1964,309
11.8844959179307,5,1957,1314,7.18159194461187,7.18159194461187,1957,294
12.345838935722,7,1999,975,6.91373735065968,7.73718007783463,1999,429
12.2428914379184,6,2003,864,6.76272950693188,7.45529848568329,2003,673
12.3013873707787,7,2006,1604,7.38087903556412,7.38087903556412,2006,660
12.3523394721535,7,2001,963,6.87109129461055,7.49164547360513,2001,564
11.4824765667107,5,1956,0,6.78332520060396,6.78332520060396,1956,308
12.0782449558223,6,1962,1362,7.23201033166476,7.23201033166476,1991,884
12.5281597678811,8,2007,1482,7.30182234213793,7.85360481309784,2007,868
11.9250417382917,6,1977,506,7.10085190894405,7.10085190894405,1978,492
11.7752974217158,5,1929,926,6.83195356556585,7.18311170174328,1974,484
11.1982284186668,5,1925,680,6.63987583382654,6.63987583382654,1965,504
12.0754000198775,6,1981,1422,7.26052259808985,7.26052259808985,1981,576
12.1281165094513,6,1997,802,6.68835471394676,7.32118855673948,1997,413
12.0979360579256,5,1939,720,6.95939851213398,7.69302574841789,1939,240
11.6994133306336,5,1940,740,6.65801104587075,6.65801104587075,1966,924
11.9049743094802,6,1976,1143,7.01571242048723,7.01571242048723,1987,504
12.4912553471553,8,2006,1095,6.99942246750796,7.57044325205737,2006,1053
12.3946288928529,7,1954,1385,7.21817683840341,7.21817683840341,1954,439
12.5776396502326,8,1999,1152,7.0604763659998,7.72797554210556,1999,671
11.8422364063316,6,1958,1240,7.39817409297047,7.39817409297047,1958,338
11.7320690269832,5,1982,816,6.70563909486,6.70563909486,1982,264
12.2307701361574,7,1925,952,6.8596149036542,7.34536484041687,1978,672
12.2110651621532,7,2003,1560,7.35308192051543,7.35308192051543,2003,573
11.8565222615337,4,1951,864,6.76272950693188,6.76272950693188,1951,400
12.936754021718,9,2006,2121,7.66011431917393,7.66011431917393,2007,732
12.1652558593297,7,1977,1160,7.05358572719368,7.61233683716775,1977,505
12.3392958656744,7,1989,807,7.06987412845857,7.5923661285198,1989,575
12.1281165094513,6,2006,1262,7.14124512235049,7.14124512235049,2006,572
12.2428914379184,7,2007,1314,7.18159194461187,7.18159194461187,2008,626
12.4073835905343,8,2008,1468,7.29233717617388,7.29233717617388,2008,898
12.0962633598645,6,1992,1575,7.36264527041782,7.36264527041782,1992,529
12.0118869877927,7,2006,625,6.4393503711001,7.13169851046691,2006,528
11.9766657704908,6,1962,912,6.99025650049388,7.45876269238096,1962,440
11.3851034570321,4,1971,858,6.75576892198425,6.75576892198425,0,0
11.7117845204031,5,1967,882,6.80350525760834,6.80350525760834,1970,280
11.9419508374874,6,1915,698,6.54965074223381,7.24208235925696,2003,384
12.3597846577283,8,2006,1079,6.98471632011827,7.56008046502183,2006,685
11.8196819584639,5,1912,780,6.84268328223842,7.44833386089748,0,0
11.7829602357419,5,1949,768,7.04664727784876,7.44833386089748,1949,281
12.3673450484364,7,1977,795,7.29233717617388,7.72488843932307,1977,539
12.0257550794049,6,1953,1416,7.40549566319947,7.40549566319947,1953,418
11.8671042962101,6,1984,1003,6.91174730025167,6.91174730025167,1984,588
